risk_score,decision,explanation,employee_id
0.2,MEDIUM RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0007, 0.0, 0.0, 0.0238, 0.01, 0.0], 'input_data': {'login_hour': 0.74, 'location_change': 1, 'network': 0, 'sensitive': 0, 'records': 0.1, 'download': 0}, 'reason': 'Unusual login time, Location changed'}",105
0.7,HIGH RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0046, 0.0, 0.0, 0.0557, 0.0149, 0.0], 'input_data': {'login_hour': 0.52, 'location_change': 1, 'network': 0, 'sensitive': 1, 'records': 0.0, 'download': 1}, 'reason': 'Unusual login time, Location changed, Sensitive data accessed, Download attempt detected'}",1202
0.3,MEDIUM RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0007, 0.0, 0.0, 0.0238, 0.01, 0.0], 'input_data': {'login_hour': 0.43, 'location_change': 0, 'network': 0, 'sensitive': 0, 'records': 0.0, 'download': 1}, 'reason': 'Unusual login time, Download attempt detected'}",1005
0.5,HIGH RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0046, 0.0, 0.0, 0.0557, 0.0149, 0.0], 'input_data': {'login_hour': 0.43, 'location_change': 0, 'network': 0, 'sensitive': 1, 'records': 0.01, 'download': 1}, 'reason': 'Unusual login time, Sensitive data accessed, Download attempt detected'}",100
0.4,MEDIUM RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0007, 0.0, 0.0, 0.0238, 0.01, 0.0], 'input_data': {'login_hour': 0.52, 'location_change': 0, 'network': 0, 'sensitive': 0, 'records': 0.7, 'download': 1}, 'reason': 'Unusual login time, Download attempt detected'}",103
0.6000000000000001,HIGH RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0046, 0.0, 0.0, 0.0557, 0.0149, 0.0], 'input_data': {'login_hour': 0.52, 'location_change': 0, 'network': 0, 'sensitive': 1, 'records': 0.7, 'download': 1}, 'reason': 'Unusual login time, Sensitive data accessed, Download attempt detected'}",108
0.3,MEDIUM RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0007, 0.0, 0.0, 0.0238, 0.01, 0.0], 'input_data': {'login_hour': 0.61, 'location_change': 0, 'network': 0, 'sensitive': 0, 'records': 0.0, 'download': 1}, 'reason': 'Unusual login time, Download attempt detected'}",100
0.4,MEDIUM RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0007, 0.0, 0.0, 0.0238, 0.01, 0.0], 'input_data': {'login_hour': 0.0, 'location_change': 1, 'network': 0, 'sensitive': 0, 'records': 0.1, 'download': 0}, 'reason': 'Unusual login time, Location changed'}",100
0.4,MEDIUM RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0007, 0.0, 0.0, 0.0238, 0.01, 0.0], 'input_data': {'login_hour': 0.52, 'location_change': 0, 'network': 0, 'sensitive': 0, 'records': 0.7, 'download': 1}, 'reason': 'Unusual login time, Download attempt detected'}",103
0.6000000000000001,HIGH RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0046, 0.0, 0.0, 0.0557, 0.0149, 0.0], 'input_data': {'login_hour': 0.52, 'location_change': 0, 'network': 0, 'sensitive': 1, 'records': 0.7, 'download': 1}, 'reason': 'Unusual login time, Sensitive data accessed, Download attempt detected'}",108
0.3,MEDIUM RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0007, 0.0, 0.0, 0.0238, 0.01, 0.0], 'input_data': {'login_hour': 0.61, 'location_change': 0, 'network': 0, 'sensitive': 0, 'records': 0.0, 'download': 1}, 'reason': 'Unusual login time, Download attempt detected'}",100
0.4,MEDIUM RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0007, 0.0, 0.0, 0.0238, 0.01, 0.0], 'input_data': {'login_hour': 0.0, 'location_change': 1, 'network': 0, 'sensitive': 0, 'records': 0.1, 'download': 0}, 'reason': 'Unusual login time, Location changed'}",100
0.4,MEDIUM RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0007, 0.0, 0.0, 0.0238, 0.01, 0.0], 'input_data': {'login_hour': 0.52, 'location_change': 0, 'network': 0, 'sensitive': 0, 'records': 0.7, 'download': 1}, 'reason': 'Unusual login time, Download attempt detected'}",103
0.6000000000000001,HIGH RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0046, 0.0, 0.0, 0.0557, 0.0149, 0.0], 'input_data': {'login_hour': 0.52, 'location_change': 0, 'network': 0, 'sensitive': 1, 'records': 0.7, 'download': 1}, 'reason': 'Unusual login time, Sensitive data accessed, Download attempt detected'}",108
0.3,MEDIUM RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0007, 0.0, 0.0, 0.0238, 0.01, 0.0], 'input_data': {'login_hour': 0.61, 'location_change': 0, 'network': 0, 'sensitive': 0, 'records': 0.0, 'download': 1}, 'reason': 'Unusual login time, Download attempt detected'}",100
0.4,MEDIUM RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0007, 0.0, 0.0, 0.0238, 0.01, 0.0], 'input_data': {'login_hour': 0.0, 'location_change': 1, 'network': 0, 'sensitive': 0, 'records': 0.1, 'download': 0}, 'reason': 'Unusual login time, Location changed'}",100
0.4,MEDIUM RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0007, 0.0, 0.0, 0.0238, 0.01, 0.0], 'input_data': {'login_hour': 0.52, 'location_change': 0, 'network': 0, 'sensitive': 0, 'records': 0.7, 'download': 1}, 'reason': 'Unusual login time, Download attempt detected'}",103
0.6000000000000001,HIGH RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0046, 0.0, 0.0, 0.0557, 0.0149, 0.0], 'input_data': {'login_hour': 0.52, 'location_change': 0, 'network': 0, 'sensitive': 1, 'records': 0.7, 'download': 1}, 'reason': 'Unusual login time, Sensitive data accessed, Download attempt detected'}",108
0.3,MEDIUM RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0007, 0.0, 0.0, 0.0238, 0.01, 0.0], 'input_data': {'login_hour': 0.61, 'location_change': 0, 'network': 0, 'sensitive': 0, 'records': 0.0, 'download': 1}, 'reason': 'Unusual login time, Download attempt detected'}",100
0.4,MEDIUM RISK,"{'message': 'AI-based anomaly detection', 'feature_importance': [0.0007, 0.0, 0.0, 0.0238, 0.01, 0.0], 'input_data': {'login_hour': 0.0, 'location_change': 1, 'network': 0, 'sensitive': 0, 'records': 0.1, 'download': 0}, 'reason': 'Unusual login time, Location changed'}",100
